"","Site.Ref","Collected.Date","Variable.Name","Value","Quality","X","Site.name","Latitude","Longitude","temp"
"3133","61615165",2020-07-11,"Water Temp situ(øC) MIN",20.823,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.823
"3134","61615164",2020-07-11,"Water Temp situ(øC) MAX",21.435,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.435
"3135","61615164",2020-07-11,"Water Temp situ(øC) MEAN",21.41,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.41
"3136","61615164",2020-07-11,"Water Temp situ(øC) MIN",21.387,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.387
"3137","61700075",2020-07-12,"Water Temp situ(øC) MAX",20.76,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.76
"3138","61700075",2020-07-12,"Water Temp situ(øC) MEAN",20.76,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.76
"3139","61700075",2020-07-12,"Water Temp situ(øC) MIN",20.76,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.76
"3140","61700074",2020-07-12,"Water Temp situ(øC) MEAN",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3141","61700074",2020-07-12,"Water Temp situ(øC) MIN",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3142","61700074",2020-07-12,"Water Temp situ(øC) MAX",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3143","61700072",2020-07-12,"Water Temp situ(øC) MAX",21.66,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.66
"3144","61700072",2020-07-12,"Water Temp situ(øC) MEAN",21.619,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.619
"3145","61700072",2020-07-12,"Water Temp situ(øC) MIN",21.5,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.5
"3146","61715045",2020-07-12,"Water Temp situ(øC) MAX",19.599,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.599
"3147","61715045",2020-07-12,"Water Temp situ(øC) MEAN",19.571,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.571
"3148","61715045",2020-07-12,"Water Temp situ(øC) MIN",19.545,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.545
"3149","61672159",2020-07-12,"Water Temp situ(øC) MAX",21.534,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.534
"3150","61672159",2020-07-12,"Water Temp situ(øC) MEAN",21.508,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.508
"3151","61672159",2020-07-12,"Water Temp situ(øC) MIN",21.469,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.469
"3152","61615182",2020-07-12,"Water Temp situ(øC) MAX",21.654,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.654
"3153","61615182",2020-07-12,"Water Temp situ(øC) MEAN",21.625,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.625
"3154","61615182",2020-07-12,"Water Temp situ(øC) MIN",21.601,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.601
"3155","61615165",2020-07-12,"Water Temp situ(øC) MAX",20.896,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.896
"3156","61615165",2020-07-12,"Water Temp situ(øC) MEAN",20.86,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.86
"3157","61615165",2020-07-12,"Water Temp situ(øC) MIN",20.838,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.838
"3158","61615164",2020-07-12,"Water Temp situ(øC) MAX",21.437,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.437
"3159","61615164",2020-07-12,"Water Temp situ(øC) MEAN",21.403,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.403
"3160","61615164",2020-07-12,"Water Temp situ(øC) MIN",21.371,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.371
"3161","61700075",2020-07-13,"Water Temp situ(øC) MAX",20.76,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.76
"3162","61700075",2020-07-13,"Water Temp situ(øC) MEAN",20.752,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.752
"3163","61700075",2020-07-13,"Water Temp situ(øC) MIN",20.75,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.75
"3164","61700074",2020-07-13,"Water Temp situ(øC) MEAN",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3165","61700074",2020-07-13,"Water Temp situ(øC) MIN",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3166","61700074",2020-07-13,"Water Temp situ(øC) MAX",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3167","61700072",2020-07-13,"Water Temp situ(øC) MAX",21.65,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.65
"3168","61700072",2020-07-13,"Water Temp situ(øC) MEAN",21.603,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.603
"3169","61700072",2020-07-13,"Water Temp situ(øC) MIN",21.48,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.48
"3170","61715045",2020-07-13,"Water Temp situ(øC) MAX",19.597,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.597
"3171","61715045",2020-07-13,"Water Temp situ(øC) MEAN",19.57,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.57
"3172","61715045",2020-07-13,"Water Temp situ(øC) MIN",19.535,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.535
"3173","61672159",2020-07-13,"Water Temp situ(øC) MAX",21.537,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.537
"3174","61672159",2020-07-13,"Water Temp situ(øC) MEAN",21.508,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.508
"3175","61672159",2020-07-13,"Water Temp situ(øC) MIN",21.467,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.467
"3176","61615182",2020-07-13,"Water Temp situ(øC) MAX",21.65,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.65
"3177","61615182",2020-07-13,"Water Temp situ(øC) MEAN",21.624,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.624
"3178","61615182",2020-07-13,"Water Temp situ(øC) MIN",21.596,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.596
"3179","61615165",2020-07-13,"Water Temp situ(øC) MAX",20.9,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.9
"3180","61615165",2020-07-13,"Water Temp situ(øC) MEAN",20.865,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.865
"3181","61615165",2020-07-13,"Water Temp situ(øC) MIN",20.834,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.834
"3182","61615164",2020-07-13,"Water Temp situ(øC) MAX",21.433,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.433
"3183","61615164",2020-07-13,"Water Temp situ(øC) MEAN",21.408,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.408
"3184","61615164",2020-07-13,"Water Temp situ(øC) MIN",21.391,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.391
"3185","61700075",2020-07-14,"Water Temp situ(øC) MAX",20.75,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.75
"3186","61700075",2020-07-14,"Water Temp situ(øC) MEAN",20.749,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.749
"3187","61700075",2020-07-14,"Water Temp situ(øC) MIN",20.74,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.74
"3188","61700074",2020-07-14,"Water Temp situ(øC) MEAN",20.666,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.666
"3189","61700074",2020-07-14,"Water Temp situ(øC) MIN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3190","61700074",2020-07-14,"Water Temp situ(øC) MAX",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3191","61700072",2020-07-14,"Water Temp situ(øC) MAX",21.64,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.64
"3192","61700072",2020-07-14,"Water Temp situ(øC) MEAN",21.588,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.588
"3193","61700072",2020-07-14,"Water Temp situ(øC) MIN",21.46,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.46
"3194","61715045",2020-07-14,"Water Temp situ(øC) MAX",19.612,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.612
"3195","61715045",2020-07-14,"Water Temp situ(øC) MEAN",19.57,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.57
"3196","61715045",2020-07-14,"Water Temp situ(øC) MIN",19.539,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.539
"3197","61672159",2020-07-14,"Water Temp situ(øC) MAX",21.523,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.523
"3198","61672159",2020-07-14,"Water Temp situ(øC) MEAN",21.503,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.503
"3199","61672159",2020-07-14,"Water Temp situ(øC) MIN",21.476,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.476
"3200","61615182",2020-07-14,"Water Temp situ(øC) MAX",21.65,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.65
"3201","61615182",2020-07-14,"Water Temp situ(øC) MEAN",21.63,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.63
"3202","61615182",2020-07-14,"Water Temp situ(øC) MIN",21.612,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.612
"3203","61615165",2020-07-14,"Water Temp situ(øC) MAX",20.891,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.891
"3204","61615165",2020-07-14,"Water Temp situ(øC) MEAN",20.856,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.856
"3205","61615165",2020-07-14,"Water Temp situ(øC) MIN",20.815,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.815
"3206","61615164",2020-07-14,"Water Temp situ(øC) MAX",21.442,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.442
"3207","61615164",2020-07-14,"Water Temp situ(øC) MEAN",21.411,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.411
"3208","61615164",2020-07-14,"Water Temp situ(øC) MIN",21.371,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.371
"3209","61700075",2020-07-15,"Water Temp situ(øC) MAX",20.75,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.75
"3210","61700075",2020-07-15,"Water Temp situ(øC) MEAN",20.74,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.74
"3211","61700075",2020-07-15,"Water Temp situ(øC) MIN",20.74,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.74
"3212","61700074",2020-07-15,"Water Temp situ(øC) MEAN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3213","61700074",2020-07-15,"Water Temp situ(øC) MIN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3214","61700074",2020-07-15,"Water Temp situ(øC) MAX",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3215","61700072",2020-07-15,"Water Temp situ(øC) MAX",21.63,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.63
"3216","61700072",2020-07-15,"Water Temp situ(øC) MEAN",21.579,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.579
"3217","61700072",2020-07-15,"Water Temp situ(øC) MIN",21.44,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.44
"3218","61715045",2020-07-15,"Water Temp situ(øC) MAX",19.591,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.591
"3219","61715045",2020-07-15,"Water Temp situ(øC) MEAN",19.568,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.568
"3220","61715045",2020-07-15,"Water Temp situ(øC) MIN",19.543,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.543
"3221","61672159",2020-07-15,"Water Temp situ(øC) MAX",21.55,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.55
"3222","61672159",2020-07-15,"Water Temp situ(øC) MEAN",21.503,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.503
"3223","61672159",2020-07-15,"Water Temp situ(øC) MIN",21.469,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.469
"3224","61615182",2020-07-15,"Water Temp situ(øC) MAX",21.65,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.65
"3225","61615182",2020-07-15,"Water Temp situ(øC) MEAN",21.623,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.623
"3226","61615182",2020-07-15,"Water Temp situ(øC) MIN",21.601,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.601
"3227","61615165",2020-07-15,"Water Temp situ(øC) MAX",20.892,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.892
"3228","61615165",2020-07-15,"Water Temp situ(øC) MEAN",20.86,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.86
"3229","61615165",2020-07-15,"Water Temp situ(øC) MIN",20.834,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.834
"3230","61615164",2020-07-15,"Water Temp situ(øC) MAX",21.465,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.465
"3231","61615164",2020-07-15,"Water Temp situ(øC) MEAN",21.412,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.412
"3232","61615164",2020-07-15,"Water Temp situ(øC) MIN",21.39,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.39
"3233","61700075",2020-07-16,"Water Temp situ(øC) MAX",20.74,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.74
"3234","61700075",2020-07-16,"Water Temp situ(øC) MEAN",20.736,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.736
"3235","61700075",2020-07-16,"Water Temp situ(øC) MIN",20.73,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.73
"3236","61700074",2020-07-16,"Water Temp situ(øC) MIN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3237","61700074",2020-07-16,"Water Temp situ(øC) MAX",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3238","61700074",2020-07-16,"Water Temp situ(øC) MEAN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3239","61700072",2020-07-16,"Water Temp situ(øC) MAX",21.61,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.61
"3240","61700072",2020-07-16,"Water Temp situ(øC) MEAN",21.557,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.557
"3241","61700072",2020-07-16,"Water Temp situ(øC) MIN",21.4,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.4
"3242","61715045",2020-07-16,"Water Temp situ(øC) MAX",19.589,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.589
"3243","61715045",2020-07-16,"Water Temp situ(øC) MEAN",19.569,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.569
"3244","61715045",2020-07-16,"Water Temp situ(øC) MIN",19.548,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.548
"3245","61672159",2020-07-16,"Water Temp situ(øC) MAX",21.525,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.525
"3246","61672159",2020-07-16,"Water Temp situ(øC) MEAN",21.504,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.504
"3247","61672159",2020-07-16,"Water Temp situ(øC) MIN",21.482,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.482
"3248","61615182",2020-07-16,"Water Temp situ(øC) MAX",21.645,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.645
"3249","61615182",2020-07-16,"Water Temp situ(øC) MEAN",21.621,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.621
"3250","61615182",2020-07-16,"Water Temp situ(øC) MIN",21.595,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.595
"3251","61615165",2020-07-16,"Water Temp situ(øC) MAX",20.884,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.884
"3252","61615165",2020-07-16,"Water Temp situ(øC) MEAN",20.858,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.858
"3253","61615165",2020-07-16,"Water Temp situ(øC) MIN",20.835,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.835
"3254","61615164",2020-07-16,"Water Temp situ(øC) MAX",21.452,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.452
"3255","61615164",2020-07-16,"Water Temp situ(øC) MEAN",21.417,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.417
"3256","61615164",2020-07-16,"Water Temp situ(øC) MIN",21.379,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.379
"3257","61700075",2020-07-17,"Water Temp situ(øC) MAX",20.73,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.73
"3258","61700075",2020-07-17,"Water Temp situ(øC) MEAN",20.729,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.729
"3259","61700075",2020-07-17,"Water Temp situ(øC) MIN",20.72,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.72
"3260","61700074",2020-07-17,"Water Temp situ(øC) MIN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3261","61700074",2020-07-17,"Water Temp situ(øC) MAX",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3262","61700074",2020-07-17,"Water Temp situ(øC) MEAN",20.661,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.661
"3263","61700072",2020-07-17,"Water Temp situ(øC) MAX",21.6,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.6
"3264","61700072",2020-07-17,"Water Temp situ(øC) MEAN",21.542,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.542
"3265","61700072",2020-07-17,"Water Temp situ(øC) MIN",21.4,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.4
"3266","61715045",2020-07-17,"Water Temp situ(øC) MAX",19.597,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.597
"3267","61715045",2020-07-17,"Water Temp situ(øC) MEAN",19.571,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.571
"3268","61715045",2020-07-17,"Water Temp situ(øC) MIN",19.534,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.534
"3269","61672159",2020-07-17,"Water Temp situ(øC) MAX",21.553,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.553
"3270","61672159",2020-07-17,"Water Temp situ(øC) MEAN",21.504,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.504
"3271","61672159",2020-07-17,"Water Temp situ(øC) MIN",21.477,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.477
"3272","61615182",2020-07-17,"Water Temp situ(øC) MAX",21.645,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.645
"3273","61615182",2020-07-17,"Water Temp situ(øC) MEAN",21.618,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.618
"3274","61615182",2020-07-17,"Water Temp situ(øC) MIN",21.594,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.594
"3275","61615165",2020-07-17,"Water Temp situ(øC) MAX",20.899,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.899
"3276","61615165",2020-07-17,"Water Temp situ(øC) MEAN",20.86,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.86
"3277","61615165",2020-07-17,"Water Temp situ(øC) MIN",20.818,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.818
"3278","61615164",2020-07-17,"Water Temp situ(øC) MAX",21.45,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.45
"3279","61615164",2020-07-17,"Water Temp situ(øC) MEAN",21.417,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.417
"3280","61615164",2020-07-17,"Water Temp situ(øC) MIN",21.395,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.395
"3281","61700075",2020-07-18,"Water Temp situ(øC) MAX",20.72,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.72
"3282","61700075",2020-07-18,"Water Temp situ(øC) MEAN",20.72,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.72
"3283","61700075",2020-07-18,"Water Temp situ(øC) MIN",20.72,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.72
"3284","61700074",2020-07-18,"Water Temp situ(øC) MIN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3285","61700074",2020-07-18,"Water Temp situ(øC) MAX",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3286","61700074",2020-07-18,"Water Temp situ(øC) MEAN",20.662,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.662
"3287","61700072",2020-07-18,"Water Temp situ(øC) MAX",21.59,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.59
"3288","61700072",2020-07-18,"Water Temp situ(øC) MEAN",21.538,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.538
"3289","61700072",2020-07-18,"Water Temp situ(øC) MIN",21.38,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.38
"3290","61715045",2020-07-18,"Water Temp situ(øC) MAX",19.597,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.597
"3291","61715045",2020-07-18,"Water Temp situ(øC) MEAN",19.566,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.566
"3292","61715045",2020-07-18,"Water Temp situ(øC) MIN",19.55,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.55
"3293","61672159",2020-07-18,"Water Temp situ(øC) MAX",21.528,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.528
"3294","61672159",2020-07-18,"Water Temp situ(øC) MEAN",21.502,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.502
"3295","61672159",2020-07-18,"Water Temp situ(øC) MIN",21.48,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.48
"3296","61615182",2020-07-18,"Water Temp situ(øC) MAX",21.648,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.648
"3297","61615182",2020-07-18,"Water Temp situ(øC) MEAN",21.623,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.623
"3298","61615182",2020-07-18,"Water Temp situ(øC) MIN",21.6,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.6
"3299","61615165",2020-07-18,"Water Temp situ(øC) MAX",20.894,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.894
"3300","61615165",2020-07-18,"Water Temp situ(øC) MEAN",20.853,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.853
"3301","61615165",2020-07-18,"Water Temp situ(øC) MIN",20.829,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.829
"3302","61615164",2020-07-18,"Water Temp situ(øC) MAX",21.432,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.432
"3303","61615164",2020-07-18,"Water Temp situ(øC) MEAN",21.41,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.41
"3304","61615164",2020-07-18,"Water Temp situ(øC) MIN",21.388,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.388
"3305","61700075",2020-07-19,"Water Temp situ(øC) MAX",20.72,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.72
"3306","61700075",2020-07-19,"Water Temp situ(øC) MEAN",20.712,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.712
"3307","61700075",2020-07-19,"Water Temp situ(øC) MIN",20.71,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.71
"3308","61700074",2020-07-19,"Water Temp situ(øC) MIN",20.66,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.66
"3309","61700074",2020-07-19,"Water Temp situ(øC) MAX",20.67,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.67
"3310","61700074",2020-07-19,"Water Temp situ(øC) MEAN",20.661,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.661
"3311","61700072",2020-07-19,"Water Temp situ(øC) MAX",21.58,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.58
"3312","61700072",2020-07-19,"Water Temp situ(øC) MEAN",21.529,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.529
"3313","61700072",2020-07-19,"Water Temp situ(øC) MIN",21.37,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.37
"3314","61715045",2020-07-19,"Water Temp situ(øC) MAX",19.591,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.591
"3315","61715045",2020-07-19,"Water Temp situ(øC) MEAN",19.57,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.57
"3316","61715045",2020-07-19,"Water Temp situ(øC) MIN",19.548,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.548
"3317","61672159",2020-07-19,"Water Temp situ(øC) MAX",21.531,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.531
"3318","61672159",2020-07-19,"Water Temp situ(øC) MEAN",21.5,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.5
"3319","61672159",2020-07-19,"Water Temp situ(øC) MIN",21.469,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,21.469
"3320","61615182",2020-07-19,"Water Temp situ(øC) MAX",21.632,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.632
"3321","61615182",2020-07-19,"Water Temp situ(øC) MEAN",21.617,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.617
"3322","61615182",2020-07-19,"Water Temp situ(øC) MIN",21.601,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.601
